numero-da-portaria,data-de-publicacao,descricao-sobre-o-assunto-de-que-trata-a-portaria
191,2023-02-15 00:00:00,Dispõe sobre remoção de servidor Professor EBTT- IFMG Campus São João Evangelista para o IFMG Campus Congonhas.
192,2023-02-15 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidora do IFMG - Campus São João Evangelista.
193,2023-02-16 00:00:00,Dispõe sobre Retificação da Portaria IFMG nº 1288 de 13 de dezembro de 2022.
194,2023-02-16 00:00:00,Dispõe sobre Licença para Tratar de Interesses Particulares a servidor do IFMG - Campus Ouro Preto.
195,2023-02-16 00:00:00,Dispõe sobre Licença para Tratar de Interesses Particulares a servidor do IFMG - Campus Ouro Preto.
196,2023-02-16 00:00:00,"Dispõe sobre Prorrogação de Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Governador Valadares."
197,2023-02-16 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Bambuí."
198,2023-02-16 00:00:00,"Dispõe sobre Afastamento para Participação em Ação de Desenvolvimento em Serviço de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Bambuí."
199,2023-02-16 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Ouro Branco."
200,2023-02-16 00:00:00,"Dispõe sobre Prorrogação de Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Ouro Preto."
201,2023-02-16 00:00:00,"Dispõe sobre Afastamento para Participação em Ação de Desenvolvimento em Serviço de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Bambuí."
202,2023-02-16 00:00:00,Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no país de servidor do IFMG - Campus São João Evangelista.
203,2023-02-16 00:00:00,Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no país de servidora do IFMG - Campus Avançado Ipatinga.
204,2023-02-17 00:00:00,Dispõe sobre Tornar sem Efeito a Portaria nº 196 de 16 de fevereiro de 2023.
205,2023-02-17 00:00:00,"Dispõe sobre Prorrogação de Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Governador Valadares."
206,2023-02-17 00:00:00,Dispõe sobre a nomeação de servidor para compor temporariamente o Rol de Responsáveis pela gestão do IFMG - Campus Santa Luzia.
207,2023-02-17 00:00:00,Dispõe sobre Interrupção de Férias de servidores do IFMG - Campus Ibirité.
208,2023-02-17 00:00:00,Dispõe sobre interrupção de férias de servidor do IFMG - Campus Bambuí.
209,2023-02-17 00:00:00,Dispõe sobre criação do Programa de Projetos Integradores de Extensão do IFMG.
210,2023-02-17 00:00:00,Dispõe sobre a retificação da Portaria nº 105 de 31 de janeiro de 2023.
211,2023-02-23 00:00:00,Dispõe sobre instituição do Regulamento sobre a Gestão dos Bens Móveis que compõem o Acervo Patrimonial do IFMG.
212,2023-02-23 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Reitoria.
213,2023-02-23 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Reitoria.
214,2023-02-23 00:00:00,"Dispõe sobre o Regimento Interno do Campus Bambuí do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais."
215,2023-02-23 00:00:00,Dispõe sobre Retificação da Portaria IFMG Nº 79 DE 25 DE JANEIRO DE 2023.
216,2023-02-23 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Reitoria.
217,2023-02-23 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato nº 09/2023.
218,2023-02-24 00:00:00,Dispõe sobre Afastamento para Participação em Ação de Desenvolvimento em Serviço de servidor do IFMG - Reitoria.
219,2023-02-24 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 04/2023.
221,2023-02-24 00:00:00,Dispõe sobre remoção de servidor Professor EBTT- IFMG Campus Congonhas para o IFMG Campus Ouro Branco.
222,2023-02-24 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Sabará."
223,2023-02-24 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Sabará."
224,2023-02-27 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Reitoria.
225,2023-02-27 00:00:00,Dispõe sobre Afastamento para Participação em Ação de Desenvolvimento em Serviço e Afastamento Integral de servidor do IFMG - Reitoria.
226,2023-02-27 00:00:00,"Dispõe sobre dispensa de servidor do cargo de Chefe do Setor de Infraestrutura de Tecnologia da Informação, Função Gratificada - Reitoria/IFMG."
227,2023-02-27 00:00:00,"Dispõe sobre a designação de servidor para o cargo de Chefe do Setor de Infraestrutura de Tecnologia da Informação, Função Gratificada - Reitoria/IFMG."
228,2023-02-27 00:00:00,Dispõe sobre dispensa de servidor de cargo de chefia no IFMG-Reitoria.
229,2023-02-27 00:00:00,Dispõe sobre designação de servidor para cargo de chefia no IFMG-Reitoria.
232,2023-02-27 00:00:00,Dispõe sobre nomeação de Técnicos Administrativos em Educação para o IFMG – Campus São João Evangelista.
233,2023-02-27 00:00:00,Dispõe sobre interrupção de férias de servidora do IFMG - Reitoria.
234,2023-02-27 00:00:00,"Dispõe sobre a instituição da Comissão Local do Processo de Heteroidentificação do IFMG - Campus Ouro Preto, por Servidores indicados pelo Diretor Geral do Campus e Servidores inscritos no Edital de chamada pública 53/2021."
235,2023-02-27 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Sabará."
236,2023-02-27 00:00:00,"Dispõe sobre Prorrogação de Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Ibirité."
237,2023-02-27 00:00:00,Dispõe sobre autorização de afastamento do país a servidora do IFMG.
238,2023-02-28 00:00:00,Dispõe sobre a localização e vinculação de servidora do IFMG-Reitoria.
239,2023-03-01 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidor do IFMG - Campus Avançado Ipatinga.
240,2023-03-01 00:00:00,Dispõe sobre retificação da Portaria nº 233 de 27 de fevereiro de 2023.
241,2023-03-01 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidora do IFMG - Campus Ribeirão das Neves.
242,2023-03-01 00:00:00,Dispõe sobre autorização de afastamento do país a servidor do IFMG - Campus Ouro Preto.
243,2023-03-01 00:00:00,Dispõe sobre retificação da Portaria nº 1303 de 19 de dezembro de 2022.
244,2023-03-01 00:00:00,Dispõe sobre a Concessão de Abono de Permanência para servidor do IFMG - Campus Ouro Preto.
245,2023-03-02 00:00:00,Dispõe sobre remoção de servidor Professor EBTT- IFMG Campus Ouro Branco para o IFMG Campus Ouro Preto.
246,2023-03-02 00:00:00,Dispõe sobre retificação das Portarias nº 529/2022 e 600/2022 e Revogação da Portaria nº 94 que tratam de  Membros das Comissões Locais de Flexibilização da Jornada de Trabalho dos TAE.
247,2023-03-02 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus São João Evangelista."
248,2023-03-02 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professora do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Avançado de Itabirito."
249,2023-03-02 00:00:00,Dispõe sobre Retificação da Portaria nº 215 de 23 de fevereiro de 2023.
250,2023-03-03 00:00:00,Dispõe sobre exoneração de servidor de cargo de direção - Reitoria.
251,2023-03-03 00:00:00,Dispõe sobre exoneração de servidor de cargo  de coordenação - Reitoria.
252,2023-03-03 00:00:00,"Dispõe sobre Prorrogação de Afastamento para Pós-graduação Stricto-Sensu no País de Professora do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Congonhas."
253,2023-03-03 00:00:00,Dispõe sobre a Concessão de Abono de Permanência para servidor do IFMG Campus Ouro Preto.
254,2023-03-03 00:00:00,Dispõe sobre nomeação de servidor para cargo de coordenação - Reitoria
255,2023-03-03 00:00:00,Dispõe sobre nomeação de servidor para cargo de direção - Reitoria.
256,2023-03-03 00:00:00,Dispõe sobre exercício provisório de servidora lotada no IFMG - Campus Avançado Arcos no IFMG - Campus Formiga.
257,2023-03-03 00:00:00,Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no país de servidor do IFMG - Campus Avançado de Ipatinga.
258,2023-03-06 00:00:00,Dispõe sobre nomeação de Técnicos Administrativos em Educação para o IFMG – Campus São João Evangelista.
259,2023-03-06 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidor do IFMG - Campus Avançado Arcos.
260,2023-03-06 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidor do IFMG - Campus Avançado Arcos.
261,2023-03-06 00:00:00,"Dispõe sobre a publicação da relação de concluintes que obtiveram o Certificado de Conclusão do Ensino Médio expedido eletronicamente pelo Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais - IFMG com base nos resultados de desempenho obtidos no Exame Nacional para Certificação de Competências de Jovens e Adultos - Encceja."
262,2023-03-06 00:00:00,Dispõe sobre prorrogação de exercício parcial de servidor do IFMG - Campus Ibirité no IFMG - Campus Betim.
263,2023-03-07 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Campus Ribeirão das Neves.
264,2023-03-07 00:00:00,Dispõe sobre Interrupção de Férias de servidora do IFMG - Campus Bambuí.
265,2023-03-07 00:00:00,Dispõe sobre a Concessão de Abono de Permanência para servidor do IFMG Campus São João Evangelista.
266,2023-03-08 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 14/2019/RER.
267,2023-03-08 00:00:00,Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus Formiga e Revogação da Portaria nº 509 de 09 de maio de 2022.
268,2023-03-09 00:00:00,"Dispõe sobre a criação e constituição do Comitê Gestor do Acervo Acadêmico Digital do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais."
269,2023-03-09 00:00:00," Dispõe sobre a criação e constituição do Comitê Gestor do Acervo Acadêmico Digital do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais."
270,2023-03-09 00:00:00,Dispõe sobre cancelamento do Edital nº 23/2022.
271,2023-03-09 00:00:00,Dispõe sobre a Concessão de Aposentadoria Voluntária para servidor do IFMG - Campus São João Evangelista.
272,2023-03-09 00:00:00,Dispõe sobre encerramento de licença para tratar de interesses particulares concedida a servidor do IFMG - Campus Ribeirão das Neves.
273,2023-03-10 00:00:00,Dispõe sobre dispensa de servidor do exercício das atividades de encarregado pelo tratamento de dados pessoais no âmbito do IFMG.
274,2023-03-10 00:00:00,Dispõe sobre prorrogação do prazo de vigência do Edital nº 26/2022.
275,2023-03-13 00:00:00,"Dispõe sobre o Regimento Interno do Campus Avançado Arcos do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais."
276,2023-03-13 00:00:00,Dispõe sobre Afastamento para Participação em Ação de Desenvolvimento em Serviço de servidor do IFMG - Campus Avançado Ipatinga e Revogaçao da portaria nº 258 de 06 de março de 2023.
277,2023-03-13 00:00:00,"Dispõe sobre o Regimento Interno do Campus Formiga do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais."
278,2023-03-13 00:00:00,Dispõe sobre aprovação de modelo de Termo Convênio de Estágio para os Agentes de Integração.
279,2023-03-13 00:00:00,Dispõe sobre autorização de afastamento do país a servidora do IFMG - Campus Ouro Preto.
280,2023-03-13 00:00:00,"Dispõe sobre a regulamentação do Plano Anual de Aquisições e Contratações - PAAC para o ano de 2023 no âmbito do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais."
281,2023-03-13 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidor do IFMG - Campus Avançado Arcos.
282,2023-03-13 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidor do IFMG - Campus Avançado Ponte Nova.
283,2023-03-14 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 22/2018/RER e Revogação da Portaria nº 552 de 08 de maio de 2020.
284,2023-03-14 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidora do IFMG - Campus Congonhas.
285,2023-03-14 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 10/2023.
286,2023-03-14 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Campus Betim.
287,2023-03-14 00:00:00,"Dispõe sobre Suspensão de Afastamento para Pós-graduação Stricto-Sensu no País de Professora do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Ouro Preto."
288,2023-03-14 00:00:00,"Dispõe sobre Interrupção do Afastamento para Pós-graduação Stricto-Sensu no País de Professora do Ensino Básico, Técnico e Tecnológico do Campus Governador Valadares."
289,2023-03-14 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidora do IFMG - Campus Ribeirão das Neves.
290,2023-03-14 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato IFMG nº 03/2018 e Revogação da Portaria nº 529 de 06 de maio de 2020.
291,2023-03-14 00:00:00,Dispõe sobre a Concessão de Abono de Permanência para servidor do IFMG Campus Ouro Preto.
292,2023-03-14 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 33/2019 e Revogação da Portaria n° 1305 de 19 de dezembro de 2022.
293,2023-03-16 00:00:00,Dispõe sobre concessão de horário especial à servidora do IFMG - Reitoria.
294,2023-03-16 00:00:00,"Dispõe sobre remanejamento, no âmbito do IFMG - Campus Sabará, Funções Comissionadas de Coordenação de Curso (FCCs)."
295,2023-03-16 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
296,2023-03-16 00:00:00,Dispõe sobre designação de servidores do IFMG para compor Comissão.
297,2023-03-16 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato IFMG nº 33/2022.
298,2023-03-16 00:00:00,"Dispõe sobre a Concessão de Pensão Civil – Instituidor: Sebastião Pereira da Rocha - IFMG – Campus são João Evangelista.
"
299,2023-03-16 00:00:00,Dispõe sobre a retificação da Portaria nº 118 de 31 de janeiro de 2023.
