identificador,aberto-em,area,grupo-de-servico,servico,campus,status,solucionado-em
7139,11/01/2023,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Reset de senha de e-mail,CAMPUS OURO BRANCO,Fechado,12/01/2023
7140,11/01/2023,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,12/01/2023
7141,12/01/2023,Tecnologia da Informação,SAB-COMPUTADORES E NOTEBOOKS,SAB-  Instalação de nova estação de trabalho,CAMPUS SABARA,Fechado,12/01/2023
7142,12/01/2023,Tecnologia da Informação,OBR-EAD,OBR-Moodle,CAMPUS OURO BRANCO,Fechado,13/01/2023
7143,12/01/2023,Tecnologia da Informação,SL-Desktops e notebooks,"SL-Instalação e configuração software Livre/freewere (Chrome, firefox, Java, leitor e conversor de PDF, etc)",CAMPUS SANTA LUZIA,Fechado,17/01/2023
7144,12/01/2023,Tecnologia da Informação,OBR-SISTEMAS,OBR-Eduroam,CAMPUS OURO BRANCO,Fechado,12/01/2023
7145,12/01/2023,Sistema de Matrícula Online,Sistema de Matrícula Online,Cadastro e acesso de usuários administrativos,REITORIA,Cancelado,
7146,13/01/2023,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Computador/monitor com problemas,REITORIA,Cancelado,
7147,13/01/2023,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,RE-DTI-Portais Web/ Hospedagem de serviços,REITORIA,Fechado,17/01/2023
7148,13/01/2023,Tecnologia da Informação,SAB-COMPUTADORES E NOTEBOOKS,SAB- Computador sem internet,CAMPUS SABARA,Fechado,13/01/2023
7149,13/01/2023,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Computador/monitor com problemas,REITORIA,Fechado,13/01/2023
7150,13/01/2023,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,RE-DTI-VPN e Acesso Remoto,REITORIA,Fechado,17/01/2023
7151,13/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI Login - Criação ou alteração de senha,REITORIA,Cancelado,
7152,13/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI Login - Criação ou alteração de senha,REITORIA,Fechado,13/01/2023
7153,13/01/2023,Tecnologia da Informação,SL-Impressão,SL-Configuração para uso da impressora,CAMPUS SANTA LUZIA,Fechado,17/01/2023
7154,13/01/2023,Sistema de Matrícula Online,Sistema de Matrícula Online,Cadastro e acesso de usuários administrativos,REITORIA,Fechado,23/01/2023
7155,13/01/2023,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Instalação de computador e monitor,REITORIA,Fechado,13/01/2023
7156,13/01/2023,Tecnologia da Informação,SAB-LABORATÓRIOS DE INFORMÁTICA E BIBLIOTECA,SAB-  Instalação de software,CAMPUS SABARA,Fechado,13/01/2023
7157,13/01/2023,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,13/01/2023
7158,13/01/2023,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,RE-DTI-Portais Web/ Hospedagem de serviços,REITORIA,Fechado,31/01/2023
7159,16/01/2023,Administrativo,Ar condicionado,Funcionamento interrompido,REITORIA,Fechado,18/01/2023
7160,16/01/2023,SUAP,Módulo - Ponto Eletrônico,Dúvidas de uso do SUAP - módulo Ponto Eletrônico,REITORIA,Fechado,16/01/2023
7161,16/01/2023,Tecnologia da Informação,SAB-EAD,SAB - Cadastro de Usuários,CAMPUS SABARA,Fechado,16/01/2023
7162,16/01/2023,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,16/01/2023
7163,16/01/2023,Programa de Gestão,Programa de Gestão,Ajustes na interface do sistema PG,REITORIA,Resolvido,24/05/2024
7164,16/01/2023,Administrativo,Recomposição,99 Outras recomposições,CAMPUS OURO BRANCO,Fechado,18/01/2023
7165,16/01/2023,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Instalação de computador e monitor,REITORIA,Fechado,30/01/2023
7166,16/01/2023,SUAP,Módulo - Ponto Eletrônico,Erros no SUAP - módulo Ponto Eletrônico,REITORIA,Fechado,31/01/2023
7167,16/01/2023,SUAP,Módulo - Encceja,Alteração de cadastros - Módulo Encceja,REITORIA,Fechado,05/09/2023
7168,16/01/2023,SUAP,Módulo - Ponto Eletrônico,Permissões de acesso - módulo Ponto Eletrônico,REITORIA,Fechado,18/01/2023
7169,16/01/2023,Tecnologia da Informação,OBR-LABORATÓRIOS DE INFORMÁTICA,OBR-Alteração/Movimentação de estação de laboratório de informática,CAMPUS OURO BRANCO,Fechado,17/01/2023
7170,16/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,17/01/2023
7171,16/01/2023,Administrativo,Recomposição,99 Outras recomposições,CAMPUS IBIRITÉ,Fechado,28/02/2023
7172,16/01/2023,Administrativo,Hidráulica e Hidrossanitários,04 Reparo em torneira,CAMPUS IBIRITÉ,Fechado,27/02/2023
7173,16/01/2023,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Cotas de Impressão,CAMPUS OURO BRANCO,Fechado,17/01/2023
7174,16/01/2023,Sistema de Matrícula Online,Sistema de Matrícula Online,Cadastro e acesso de usuários administrativos,REITORIA,Fechado,17/01/2023
7175,17/01/2023,SUAP,Geral,Problemas com acesso,REITORIA,Fechado,17/01/2023
7176,17/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Cancelado,
7177,17/01/2023,Administrativo,Elétrica,99 Outros serviços elétricos,CAMPUS SANTA LUZIA,Fechado,18/01/2023
7178,17/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,19/01/2023
7179,17/01/2023,Administrativo,Recomposição,99 Outras recomposições,CAMPUS IBIRITÉ,Fechado,09/03/2023
7180,17/01/2023,Sistema de Matrícula Online,Sistema de Matrícula Online,Problemas de acesso de candidatos,REITORIA,Fechado,17/01/2023
7181,17/01/2023,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Instalação/Atualização de softwares no Windows,REITORIA,Fechado,09/02/2023
7182,17/01/2023,Administrativo,Contratos,10 Processo SEI: Alteração Contratual,REITORIA,Fechado,17/01/2023
7183,17/01/2023,Tecnologia da Informação,IBI - Equipamentos,IBI - REDE,CAMPUS IBIRITÉ,Fechado,16/03/2023
7184,17/01/2023,Tecnologia da Informação,GV-ABERTURA DE CHAMADOS,GV-Chamados,CAMPUS GOVERNADOR VALADARES,Fechado,17/01/2023
7185,17/01/2023,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Criação de e-mail setorial,CAMPUS OURO BRANCO,Fechado,17/01/2023
7186,17/01/2023,Programa de Gestão,Programa de Gestão,Problemas de acesso - PG,REITORIA,Fechado,10/02/2023
7187,17/01/2023,Tecnologia da Informação,SAB-SISTEMAS,SAB- SUAP,CAMPUS SABARA,Fechado,18/01/2023
7188,17/01/2023,Tecnologia da Informação,GV-SISTEMAS,GV-Conecta,CAMPUS GOVERNADOR VALADARES,Fechado,18/01/2023
7189,17/01/2023,Tecnologia da Informação,GV-TELEFONIA,GV-Instalação de nova linha telefônica,CAMPUS GOVERNADOR VALADARES,Fechado,18/01/2023
7190,17/01/2023,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Cotas de Impressão,CAMPUS OURO BRANCO,Fechado,17/01/2023
7191,17/01/2023,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Computador lento,CAMPUS OURO BRANCO,Fechado,18/01/2023
7192,17/01/2023,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Computador lento,CAMPUS OURO BRANCO,Fechado,18/01/2023
7193,17/01/2023,Administrativo,Elétrica,03 Incidente elétrico,CAMPUS SANTA LUZIA,Fechado,19/01/2023
7194,18/01/2023,SUAP,Módulo - Patrimônio,Alteração de cadastros - módulo Patrimônio,REITORIA,Fechado,02/02/2023
7195,18/01/2023,SUAP,Módulo - Ponto Eletrônico,Erros no SUAP - módulo Ponto Eletrônico,REITORIA,Fechado,18/01/2023
7196,18/01/2023,Administrativo,Contratos,08 Processo SEI: Reequilíbrio Contratual,REITORIA,Fechado,18/01/2023
7197,18/01/2023,Tecnologia da Informação,IBI - Equipamentos,IBI - Atividades Internas,CAMPUS IBIRITÉ,Fechado,18/01/2023
7198,18/01/2023,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,"RE-DTI-Instalação/configuração de Hardware (memória,SSD,Placas, etc)",REITORIA,Fechado,23/06/2023
7199,18/01/2023,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,"RE-DTI-Instalação/configuração de Hardware (memória,SSD,Placas, etc)",REITORIA,Fechado,23/06/2023
7200,18/01/2023,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,"RE-DTI-Instalação/configuração de Hardware (memória,SSD,Placas, etc)",REITORIA,Fechado,26/06/2023
7201,18/01/2023,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Reset de senha de e-mail,CAMPUS OURO BRANCO,Fechado,20/01/2023
7202,18/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,19/01/2023
7203,18/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,"RE-DTI-Suporte ao serviços do GOOGLE (Drive,Meet,etc)",REITORIA,Fechado,19/01/2023
7204,18/01/2023,Administrativo,Elétrica,10 Troca de lâmpada,CAMPUS IBIRITÉ,Fechado,19/01/2023
7205,18/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – ALTERAÇÃO - senhas e grupos de e-mail,REITORIA,Fechado,19/01/2023
7206,18/01/2023,Tecnologia da Informação,SAB-LABORATÓRIOS DE INFORMÁTICA E BIBLIOTECA,SAB-  Periférico com problema,CAMPUS SABARA,Fechado,25/01/2023
7207,18/01/2023,Tecnologia da Informação,IBI - Equipamentos,IBI - Impressoras,CAMPUS IBIRITÉ,Fechado,16/03/2023
7208,18/01/2023,Administrativo,Ar condicionado,Funcionamento interrompido,CAMPUS SANTA LUZIA,Fechado,20/01/2023
7209,19/01/2023,Administrativo,Elétrica,10 Troca de lâmpada,CAMPUS IBIRITÉ,Fechado,27/02/2023
7210,19/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – ALTERAÇÃO - senhas e grupos de e-mail,REITORIA,Fechado,20/01/2023
7211,19/01/2023,Tecnologia da Informação,RE-DTI-Sistemas SEI/SIP e outros,RE-DTI-Suporte Recepta,REITORIA,Fechado,16/02/2023
7212,19/01/2023,Tecnologia da Informação,SL-E-mail ou Login de Rede,SL-Criação de e-mail / altera senha,CAMPUS SANTA LUZIA,Fechado,25/01/2023
7213,19/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – ALTERAÇÃO - senhas e grupos de e-mail,REITORIA,Cancelado,
7214,19/01/2023,Tecnologia da Informação,SL-Desktops e notebooks,SL-Manutenção de Desktop ou Notebook com defeito,CAMPUS SANTA LUZIA,Fechado,31/01/2023
7215,19/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI Login - Criação ou alteração de senha,REITORIA,Cancelado,
7216,19/01/2023,Tecnologia da Informação,SL-Desktops e notebooks,SL-Manutenção de Desktop ou Notebook com defeito,CAMPUS SANTA LUZIA,Fechado,31/01/2023
7217,19/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – ALTERAÇÃO - senhas e grupos de e-mail,REITORIA,Fechado,30/01/2023
7218,19/01/2023,SUAP,Geral,Problemas com acesso,REITORIA,Fechado,24/01/2023
7219,19/01/2023,Administrativo,Erros SISPLAN,Replanejamento,REITORIA,Fechado,20/01/2023
7220,19/01/2023,Programa de Gestão,Programa de Gestão,Dúvidas de uso do sistema - PG,CAMPUS GOVERNADOR VALADARES,Fechado,10/02/2023
7221,19/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,20/01/2023
7222,19/01/2023,SUAP,Módulo - Educacional,Migração de dados para o SUAP,REITORIA,Fechado,03/02/2023
7223,19/01/2023,SUAP,Módulo - Eventos,Erros no SUAP - módulo Eventos,REITORIA,Fechado,14/02/2023
7224,20/01/2023,Tecnologia da Informação,SL-Acesso à Rede/Internet,SL-Sem acesso à Internet,CAMPUS SANTA LUZIA,Fechado,27/02/2023
7225,20/01/2023,Tecnologia da Informação,SAB-SISTEMAS,SAB- Requisição de informações no Conecta,CAMPUS SABARA,Fechado,20/01/2023
7226,20/01/2023,Administrativo,Erros SISPLAN,Replanejamento,REITORIA,Fechado,20/01/2023
7227,20/01/2023,Tecnologia da Informação,SL-Acesso à Rede/Internet,SL-Configuração de rede WI-FI,CAMPUS SANTA LUZIA,Fechado,23/01/2023
7228,20/01/2023,Tecnologia da Informação,SAB-COMPUTADORES E NOTEBOOKS,SAB-  Configuração de software,CAMPUS SABARA,Fechado,20/01/2023
7229,20/01/2023,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Troca/substituição de suprimentos,CAMPUS OURO BRANCO,Fechado,20/01/2023
7230,20/01/2023,Programa de Gestão,Programa de Gestão,Cadastro de Servidor/Estagiário - PG,REITORIA,Fechado,24/01/2023
7231,20/01/2023,Tecnologia da Informação,OBR-LABORATÓRIOS DE INFORMÁTICA,OBR-Computador Laboratório Lento,CAMPUS OURO BRANCO,Fechado,06/02/2023
7232,20/01/2023,Administrativo,Transporte / Frota,Cadastro de Usuário - Sistema VALECARD,REITORIA,Cancelado,24/01/2023
7233,20/01/2023,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Suporte a Certificado Digital e TOKENS,REITORIA,Fechado,30/01/2023
7234,21/01/2023,Tecnologia da Informação,SAB-EMAIL,SAB - Criação de email,CAMPUS SABARA,Fechado,24/01/2023
7235,23/01/2023,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Cotas de Impressão,CAMPUS OURO BRANCO,Fechado,24/01/2023
7236,23/01/2023,Administrativo,Elétrica,10 Troca de lâmpada,CAMPUS IBIRITÉ,Fechado,23/01/2023
7237,23/01/2023,Administrativo,Elétrica,99 Outros serviços elétricos,CAMPUS IBIRITÉ,Fechado,23/01/2023
7238,23/01/2023,Administrativo,Portas e janelas,01 Porta,REITORIA,Fechado,02/03/2023
7239,23/01/2023,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Reset de senha de e-mail,CAMPUS OURO BRANCO,Fechado,23/01/2023
7240,23/01/2023,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,03/02/2023
7241,23/01/2023,Tecnologia da Informação,RE-DTI Portal ifmg.edu.br,RE-DTI Acesso ao portal ifmg.edu.br,REITORIA,Fechado,24/01/2023
7242,23/01/2023,Administrativo,Recomposição,99 Outras recomposições,CAMPUS IBIRITÉ,Fechado,31/03/2023
7243,23/01/2023,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Reset de senha de e-mail,CAMPUS OURO BRANCO,Fechado,23/01/2023
7244,23/01/2023,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Rotinas/Atividades STI,CAMPUS OURO BRANCO,Fechado,15/03/2023
7245,23/01/2023,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Instalação/Atualização de softwares no Windows,REITORIA,Fechado,30/01/2023
7246,23/01/2023,Sistema de Matrícula Online,Sistema de Matrícula Online,Cadastro e acesso de usuários administrativos,REITORIA,Fechado,23/01/2023
7247,23/01/2023,Sistema de Matrícula Online,Sistema de Matrícula Online,Cadastro e acesso de usuários administrativos,REITORIA,Fechado,23/01/2023
7248,23/01/2023,SUAP,Módulo - Almoxarifado,Erros no SUAP - módulo Almoxarifado,REITORIA,Fechado,23/01/2023
7249,23/01/2023,SUAP,Módulo - Pesquisa,Erros no SUAP - módulo Pesquisa,REITORIA,Fechado,07/02/2023
7250,23/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – ALTERAÇÃO - senhas e grupos de e-mail,REITORIA,Fechado,24/01/2023
7251,23/01/2023,Tecnologia da Informação,SAB-SISTEMAS,SAB- Incidente Conecta,CAMPUS SABARA,Fechado,24/01/2023
7252,24/01/2023,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,12/05/2023
7253,24/01/2023,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Cotas de Impressão,CAMPUS OURO BRANCO,Fechado,24/01/2023
7254,24/01/2023,Administrativo,Elétrica,99 Outros serviços elétricos,CAMPUS SANTA LUZIA,Fechado,27/01/2023
7255,24/01/2023,Tecnologia da Informação,SAB-LABORATÓRIOS DE INFORMÁTICA E BIBLIOTECA,SAB-  Computador sem internet,CAMPUS SABARA,Fechado,24/01/2023
7256,24/01/2023,Administrativo,Contratos,01 Processo SEI - Novo CONTRATO,REITORIA,Fechado,25/01/2023
7257,24/01/2023,Administrativo,Hidráulica e Hidrossanitários,11 Vazamentos,REITORIA,Fechado,27/03/2023
7258,24/01/2023,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,24/01/2023
7259,24/01/2023,SUAP,Módulo - Ponto Eletrônico,Erros no SUAP - módulo Ponto Eletrônico,REITORIA,Fechado,08/02/2023
7260,24/01/2023,Administrativo,Orçamento,Receita própria,REITORIA,Fechado,26/01/2023
7261,24/01/2023,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Impressora inoperante/obstruída,CAMPUS OURO BRANCO,Fechado,30/01/2023
7262,24/01/2023,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Criação de e-mail para novo servidor/colaborador,CAMPUS OURO BRANCO,Fechado,02/02/2023
7263,24/01/2023,Tecnologia da Informação,SAB-COMPUTADORES E NOTEBOOKS,SAB-Instalação de software,CAMPUS SABARA,Fechado,30/01/2023
7264,25/01/2023,SUAP,Módulo - Almoxarifado,Alteração de cadastros - módulo Almoxarifado,REITORIA,Fechado,26/01/2023
7265,25/01/2023,Tecnologia da Informação,SL-Acesso à Rede/Internet,SL-Sem acesso à Internet,CAMPUS SANTA LUZIA,Fechado,30/01/2023
7266,25/01/2023,Administrativo,Erros SISPLAN,Replanejamento,REITORIA,Fechado,14/02/2023
7267,25/01/2023,Tecnologia da Informação,SL-Desktops e notebooks,SL-Outros,CAMPUS SANTA LUZIA,Fechado,27/02/2023
7268,25/01/2023,Programa de Gestão,Programa de Gestão,Problemas de acesso - PG,REITORIA,Fechado,26/01/2023
7269,25/01/2023,Administrativo,Recomposição,99 Outras recomposições,CAMPUS SANTA LUZIA,Fechado,27/01/2023
7270,25/01/2023,Tecnologia da Informação,SL-E-mail ou Login de Rede,SL-Criação de e-mail / altera senha,CAMPUS SANTA LUZIA,Fechado,27/01/2023
7271,26/01/2023,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Computador/monitor com problemas,REITORIA,Fechado,10/02/2023
7272,26/01/2023,Tecnologia da Informação,GV-COMPUTADORES,GV-Instalação de software,CAMPUS GOVERNADOR VALADARES,Fechado,26/01/2023
7273,26/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-Acesso à Internet,REITORIA,Fechado,26/01/2023
7274,26/01/2023,Tecnologia da Informação,OBR-SISTEMAS,OBR-Eduroam,CAMPUS OURO BRANCO,Fechado,26/01/2023
7275,26/01/2023,SUAP,Módulo - Extensão,Erros no SUAP - módulo Extensão,REITORIA,Fechado,06/02/2023
7276,26/01/2023,Tecnologia da Informação,SAB-Acesso à Rede/Internet,SAB-Sem acesso à Internet,CAMPUS SABARA,Fechado,27/01/2023
7277,26/01/2023,SUAP,Geral,Problemas com acesso,REITORIA,Fechado,31/01/2023
7278,26/01/2023,Administrativo,Recomposição,04 Recomposição de piso em granito,REITORIA,Cancelado,
7279,26/01/2023,Administrativo,Contratos,10 Processo SEI: Alteração Contratual,REITORIA,Fechado,26/01/2023
7280,26/01/2023,SUAP,Geral,Problemas com acesso,REITORIA,Fechado,01/02/2023
7281,26/01/2023,Tecnologia da Informação,GV-Email,GV - Restauração de senha de e-mail institucional,CAMPUS GOVERNADOR VALADARES,Fechado,27/01/2023
7282,26/01/2023,Tecnologia da Informação,SAB-TELEFONIA,SAB-Ramal Inoperante,CAMPUS SABARA,Fechado,27/01/2023
7283,26/01/2023,Tecnologia da Informação,IBI - Equipamentos,IBI - Impressoras,CAMPUS IBIRITÉ,Fechado,30/01/2023
7284,26/01/2023,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Alteração de acessos,CAMPUS OURO BRANCO,Fechado,26/01/2023
7285,26/01/2023,Tecnologia da Informação,OBR-EMAIL-ACESSOS,OBR-Reset de senha de e-mail,CAMPUS OURO BRANCO,Fechado,26/01/2023
7286,26/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-Bloqueio e desbloqueio de Websites e sistemas web,REITORIA,Fechado,13/02/2023
7287,27/01/2023,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Monitor não liga,CAMPUS OURO BRANCO,Fechado,27/01/2023
7288,27/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,27/01/2023
7289,27/01/2023,Administrativo,Contratos,Dúvida: Legislação - Contratos,REITORIA,Fechado,27/01/2023
7290,27/01/2023,Administrativo,Hidráulica e Hidrossanitários,04 Reparo em torneira,CAMPUS IBIRITÉ,Fechado,27/01/2023
7291,27/01/2023,Administrativo,Elétrica,99 Outros serviços elétricos,CAMPUS IBIRITÉ,Fechado,27/01/2023
7292,27/01/2023,Administrativo,Portas e janelas,01 Porta,CAMPUS IBIRITÉ,Fechado,27/01/2023
7293,27/01/2023,SUAP,Módulo - Eventos,Alteração de cadastros - módulo Eventos,REITORIA,Fechado,02/02/2023
7294,27/01/2023,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,02/02/2023
7295,27/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,30/01/2023
7296,27/01/2023,SUAP,Módulo - Ponto Eletrônico,Erros no SUAP - módulo Ponto Eletrônico,REITORIA,Fechado,01/02/2023
7297,30/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – ALTERAÇÃO - senhas e grupos de e-mail,REITORIA,Fechado,30/01/2023
7298,30/01/2023,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI Login - Criação ou alteração de senha,REITORIA,Fechado,30/01/2023
7299,30/01/2023,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Impressora inoperante/obstruída,CAMPUS OURO BRANCO,Fechado,30/01/2023
7300,30/01/2023,Tecnologia da Informação,RE-DTI-Telefonia,RE-DTI-Instalação de Softphone no Computador e ativação do ramal IP,REITORIA,Fechado,10/02/2023
7301,30/01/2023,Administrativo,Erros SISPLAN,Tramitação de Processos,REITORIA,Fechado,14/02/2023
